elbow,elbow_flare,hip,shoulder_elevation,body_line,elbow_velocity,hip_velocity,time_in_phase,rep_number,elbow_drift,hip_drift,velocity_trend,rolling_elbow_5,rolling_hip_5,phase,form_quality,phase_enc
128.47997387109584,21.30424800594626,164.66449212881875,23.50846895153256,40.322651992664646,-158.10761510289692,-10.711002823254702,0.05149470222062316,5,-41.75265386430679,11.044289902551952,-70.02054919999945,73.72918289955936,128.16051588895553,mid,elbow_flare,1
153.12573107869787,13.589884513509773,129.46430984684943,42.10061129815134,20.924136852879172,173.2390142812172,-119.1678888966185,0.2119025475105688,15,-26.35162423052622,-36.790696086717624,27.855081751800963,90.43970322423621,149.05007821684208,mid,elbow_flare,1
118.06462074607042,7.177166146243983,137.96115120709874,11.188555406138102,48.63586143738255,-181.1040844158614,-97.28945981875738,0.1206877735855586,2,-62.78438794203083,-27.723175657551582,-119.82179280500837,73.22537130699544,127.78236250948551,mid,elbow_flare,1
110.54633756732163,60.815139456463065,86.01322285829335,23.578019629748987,45.574015072051026,178.45859373477708,-109.55805174922487,0.07642030262413335,4,-57.568745039143,-78.35376757885372,-6.121297209896856,73.05945867577118,131.0175913069485,mid,elbow_flare,1
105.29572429301635,10.793080359432164,124.66882882578105,10.315033777181156,13.148876971994698,-208.727433398692,-123.06905334281626,0.17393197981903993,4,-70.73573311310967,-34.061472573523304,-120.43642138280472,72.70411433400473,128.91590758475743,mid,elbow_flare,1
85.03608916116904,3.227194361414829,133.27816130934374,1.6951335242102714,0.0,-169.4594835284487,-25.19814346030069,0.16043186050130231,4,-0.22686545019946447,13.02232847182673,-206.57084061983807,73.11585007917945,130.22624203876893,down,elbow_flare,0
100.35522364216082,2.092509694062488,179.33179874179504,4.857438012307405,16.082163482955583,-127.03236060564456,46.49232281051147,0.39670623916857395,14,-72.15996019375156,16.473114349807037,-129.51454724363282,87.76995667433968,150.5422096178087,mid,elbow_flare,1
139.87919294426834,12.901409421927783,155.5731695897364,26.03535481428949,10.7135171494408,-146.971117204291,38.33798260960881,0.014171897179049557,3,-38.20939197577363,-1.1174871973465503,-52.910308221200104,71.07839570212502,127.07137752140979,mid,elbow_flare,1
111.30422676483508,12.98338788473788,162.1552211987912,3.283208496932351,28.537181184819676,-148.08820052234935,-33.375085505627176,0.2507148961418651,14,-58.06477246436805,-3.5690794627621507,-78.92040758020254,89.35168447571074,146.35954277259435,mid,elbow_flare,1
79.57671951123423,52.94499681600224,85.83041593141176,26.939532959542305,48.822386933604676,5.487405930705398,-131.5199561621935,0.46217286124003226,4,11.851900975786792,-58.256228540412785,-94.74747393933227,73.9716467362813,129.3213688556384,down,elbow_flare,0
106.33339779430106,22.95430746134165,125.73230137484408,39.776781177173945,29.875713462228624,105.72974126619295,-163.0765679542713,0.02722889501118942,13,-61.73487114554134,-46.28973513754536,-53.62722172888094,87.39895897261721,150.7665332837405,mid,elbow_flare,1
100.88897278908537,6.277024728331426,126.387361597672,18.866112591407347,50.0,-218.16686346049485,-123.5337994403953,0.0,5,20.694128775313743,-6.101101838704052,-126.48126761775374,69.68851292242655,129.1707025614843,down,elbow_flare,0
145.1644424974875,53.336682864791214,98.7359104070795,37.46850103811078,50.0,193.4948463732247,21.58173275419497,0.3050360087080258,4,-28.30385471449544,-38.67343837984235,171.12652941451174,73.3297417527511,129.38092606119233,mid,elbow_flare,1
72.24445200699006,19.578233638005422,103.02769534912255,6.967034337196257,0.0,-107.5317147253298,-88.02970697271186,0.28225381229573915,5,-2.7630553579283896,-19.98134355802614,-167.4102506077616,73.15098554824502,128.5941385190448,down,elbow_flare,0
99.26132340676543,3.9188893213230163,178.63890700256903,9.763918661164015,20.10084182915812,-105.57713729810483,5.460156620943115,0.16663011424326826,16,10.606081007658196,79.5096406390555,-139.83334019094988,87.73092512384436,152.41089080049045,down,elbow_flare,0
120.31659615130734,5.214036227574829,168.61717307334115,3.375045195181656,28.521569519573347,-165.031057228052,7.859285497283194,0.19096451616992077,14,-42.42399957678817,-1.3987760961043607,-77.47606012110316,88.97859660712041,148.8559293568368,mid,elbow_flare,1
116.69604691859836,7.854547822983794,130.6179932603419,11.445985827619438,33.97153412489696,-173.26708155232973,-86.00400425069188,0.08589490322180711,5,-54.07374316538967,-16.004582457921398,-111.9907728682542,72.62296067290895,127.6542332654862,mid,elbow_flare,1
75.44643093315533,24.620025951418743,80.7139915142853,22.201138687027335,48.89748499726544,-94.76393994843896,-122.89602008319682,0.33734876721040674,5,-4.259721356481503,-72.4281525231954,-127.83284305709931,72.6280604124857,127.80426363444796,down,elbow_flare,0
135.8838434892846,18.522431352884936,158.11777369617167,23.88967294995023,34.23431813418453,-174.33865516806117,12.166939032644278,0.030159878858332746,4,-39.32868333920783,0.3516245027593095,-50.6044174106746,72.97068083799822,126.39386717016072,mid,elbow_flare,1
68.66770016131787,9.939111887340866,154.76486108302336,0.0,0.7364581459079536,-106.92543831994772,70.61382855543442,0.2414506350498416,3,-6.482385868590618,22.198969801409483,-189.752719440598,74.42319755482869,130.47885168085458,down,elbow_flare,0
105.16821397379407,0.7133288788059184,159.84692652000746,2.9915027213613525,18.797988223747016,-33.126906644015904,39.87728031962934,0.3656407771225063,14,18.27651752418876,55.81202093330363,-122.03586259904844,89.08965191716982,146.03865615578377,down,elbow_flare,0
99.26805197750399,7.455778010385352,179.81820540945208,4.978053607907527,16.094533158810183,-132.58225209360936,25.74635565544343,0.02521409188042536,14,15.631614068189279,70.1948603682614,-107.92811260036315,86.43785853524625,151.0882807320324,down,elbow_flare,0
107.14393589262765,64.51642325228434,76.54525405093435,14.6161861701837,50.0,59.76488881818086,-286.44674174517314,0.05766007624654485,4,-62.802929730496565,-83.56024461907884,-52.09228819636292,71.50071839837862,128.38851115208922,mid,elbow_flare,1
130.7978657549295,16.290914257171554,159.8191750122897,24.147973715349206,1.108059735803809,-153.01908880272188,40.68288073508386,0.09392624860847358,15,-35.32200231553944,-0.18471243589827369,-58.38522740094302,91.51926952605764,148.63884823002755,mid,elbow_flare,1
78.12830141509434,26.070851808059697,63.17156252891786,23.368234470153947,50.0,-83.12023644213285,-146.39458479768902,0.3116949727409607,3,1.9364393506237936,-74.69557473845802,-145.12213525453785,72.05892946117666,128.78679682256308,down,elbow_flare,0
104.99229450229721,43.22166162867256,110.09167376494416,16.638952699675535,33.99960221191419,2.738943172430057,-239.47998007801485,0.0,17,-65.46081943662419,-68.14641455813991,-55.32917913138656,89.83465580308285,148.72980986586606,mid,elbow_flare,1
134.60834790674684,11.830382909013085,158.71629629686296,27.142487320747005,14.10063075773869,-146.3681759437411,11.871153207950002,0.0351852111312848,5,-36.09859351458187,6.95498977769501,-25.351447377170857,72.14288516805904,128.75638245461664,mid,elbow_flare,1
81.54592476906856,4.602606847806742,135.39627598935795,1.030821132355606,0.0,-129.61070850792436,-33.92348692815419,0.13978787282242158,3,5.796805411315705,13.192039691581257,-209.2423617699632,71.80471653673709,128.41752703998918,down,elbow_flare,0
129.54745127480027,7.872527402645399,166.34725617949096,21.620000321758983,10.895106372465577,-132.07343988861652,-6.079323245966858,0.13159398763602265,14,-44.34428282222653,9.750071980288364,-46.462632725239175,91.34738251056126,149.76082914095105,mid,elbow_flare,1
74.40827662961594,35.12814372108408,81.51167284942464,31.61361151211128,46.160757833451115,0.7003937313177317,-87.13078654444467,0.429367759042584,3,4.582623307495274,-61.44956248825112,-96.9983272005981,71.9252136229138,128.25507857388666,down,elbow_flare,0
88.0845307806987,1.1266675872085035,128.12404952842274,3.2750161522204424,0.0,-166.36001507781197,-110.18285338278994,0.1407147284869919,5,10.389917814294725,-18.380313202022265,-207.19883022557065,72.05612060160838,127.10744692454091,down,elbow_flare,0
151.90101448514136,25.337387895981635,95.17020952999412,42.115581415451956,50.0,163.41759756953206,58.534595452216436,0.32254624307823876,4,-18.86741435072222,-50.805097733234874,161.46941945727147,73.56260575816663,128.45531145155223,mid,elbow_flare,1
95.56849521034572,60.6904686825167,96.40744068387372,26.294611754903052,44.45546182035825,36.91619639801754,-198.5576022180242,0.0,4,-83.06048773918792,-70.25023586665836,-63.343960780236834,73.8888493645201,126.27325703956319,mid,elbow_flare,1
95.88941250985611,0.0,170.69783225407687,11.903218594176924,20.274194337212858,-85.39533953027872,10.964114686905535,0.15137210830755077,15,7.0112665196277035,74.90362791640297,-155.24919821366194,86.83367445413282,148.48445708261158,down,elbow_flare,0
74.48758554536096,20.96239817080424,86.66541210200543,5.098452215976167,0.5649932537166369,-90.00051005143825,-131.7746566185196,0.3194893609222783,4,6.36227313864226,-57.837844350497875,-158.95632100572257,72.7747737492887,127.73796782072932,down,elbow_flare,0
104.66881345023492,7.6670496038782145,179.29005263948258,10.167869265658746,9.030988256234949,-122.26723841674163,4.979614808989169,0.24920469516551805,15,11.933133468559898,67.77464973772166,-117.08035441368054,89.94355007013606,148.68691032632717,down,elbow_flare,0
76.95416798182883,25.666205868958887,60.0,22.519378463648575,50.0,-68.64247276572812,-159.77740103707364,0.31042694766180423,5,-7.198503357758786,-60.59231750762958,-151.2064801386508,71.85848653982896,128.9704488132377,down,elbow_flare,0
76.25151950560874,27.137639337908055,71.67177221492673,20.889625378155632,49.47354367519639,-106.41136500808456,-139.57578028791218,0.3851665854020111,4,-4.859687366066302,-62.191867428893524,-108.43259803961996,73.36915356118807,129.28710914637367,down,elbow_flare,0
86.14806350588701,46.13944299163986,72.45069902073922,29.272889368908018,50.0,-12.797949546486729,-119.12089771672575,0.4606059474183967,4,7.492889039688463,-54.2303778131234,-101.25693915114087,72.72054142194422,129.25061926956417,down,elbow_flare,0
126.64363821389557,10.006832637454313,172.0304580345149,24.65678386275215,2.11078197042857,-104.6720322322073,26.23641337748103,0.0631681484781336,17,-37.285697675997355,2.111847150537769,-31.540335307611954,91.11028600755678,148.7953175459067,mid,elbow_flare,1
91.75115366280667,3.9195706004122743,114.57013631765088,23.608574964522028,50.0,-200.07239028498503,-144.9220879118117,0.09240034603459682,5,19.166104445567857,-31.205733045628,-173.77306319034187,72.6838130700017,126.35362807598366,down,elbow_flare,0
105.40584645231532,2.342691396724007,155.33870803423014,4.711295544622375,3.562881560182978,-21.129303675912396,-102.29420135855356,0.4371092372640666,16,10.94774001143712,30.720512365766098,-82.05624804807883,88.23920141506026,150.3227030235647,down,elbow_flare,0
85.58422235758431,44.293756963964924,79.189691464585,32.41990110041584,50.0,20.08563847896841,-128.38959194585908,0.41007949090848855,3,9.272307925676769,-65.68863886147993,-112.74662579538995,74.77694877336859,127.59284256054798,down,elbow_flare,0
72.65667922434163,17.739686196107925,97.69786137756032,2.279446615266454,0.0,-74.69031818703385,-93.67568068947361,0.32299127664563687,4,-5.875974877528076,-52.40398366124137,-197.39675617105735,72.65678308175623,127.69258096042796,down,elbow_flare,0
77.51906403978899,32.04647046716369,74.8114775885303,19.15912207077262,50.0,-55.627582513074124,-148.48695750067628,0.3826767982283138,3,3.3043378923703015,-64.54378538902353,-132.0790531928293,73.82832050616875,128.93543945465925,down,elbow_flare,0
122.79130051209799,9.72049018591034,166.33364790336037,0.0,28.30602289380844,-139.21784021779592,-31.516373279136427,0.19930097651241188,15,-48.56847996023507,-12.005824907465309,-84.40590219452963,90.32302208019776,150.52430228011013,mid,elbow_flare,1
82.11460277013877,7.329238726723702,142.9950561656902,3.1637095254705745,3.9639943375474425,-187.34261051425557,-19.29621557336415,0.18538007667765938,6,12.356170321526266,1.6741065312227512,-199.2969225632566,72.01805205780974,129.00454071127322,down,elbow_flare,0
103.5804486489177,10.24741307379646,176.83717934501072,4.839541763884331,13.955005356774894,-152.34464136490666,26.28937975499589,0.0,16,16.341882413502457,68.18669768707944,-134.87668541559668,88.46153544409067,150.77149973526508,down,elbow_flare,0
144.5321596735046,26.409570591119962,123.48542009006296,42.54461557090349,20.77343541582483,119.92258876966835,-170.689494266606,0.14687233936790248,15,-25.98687251207742,-38.48116830707707,3.6864914087347787,90.14208506188946,149.6395647414155,mid,elbow_flare,1
147.9547609056902,61.609898179949056,85.9452413272697,34.78598518078654,48.70943617895921,227.45103909908633,-10.919664813029131,0.30595633818270224,3,-31.23114863540105,-65.89203181567963,147.2872325772539,72.86834659044595,128.91318370255928,mid,elbow_flare,1
130.09749312235323,67.80894820157178,85.55874976547699,26.135329364263864,46.803302675606595,187.65013836867328,-21.237703586508907,0.1304919557993964,4,-33.57008741767684,-71.88556417714477,28.76892659934421,72.57120331959256,128.22648468973574,mid,elbow_flare,1
99.33255790668996,11.209958698020616,167.71601859638997,7.61724562623397,22.554438685821395,-60.30441718885437,48.54945860933424,0.3320345126969737,16,17.335189300842195,61.34520544506319,-126.2280916166979,89.49909329757985,148.00686740503224,down,elbow_flare,0
96.74014970589062,16.478552560473236,166.59177105000535,6.106519108238847,13.424546868302578,-92.60623394408745,29.073376451289445,0.21239174400222277,14,18.22510127265293,84.33670257224185,-120.04098552361401,87.1275367904383,148.26735042568833,down,elbow_flare,0
149.71189866708124,63.600099807860815,95.99962857721545,38.525093072297345,50.0,175.01796927660303,-1.8764341568205047,0.31223747558768916,4,-18.465021110592367,-59.333568823901565,157.3208761619334,75.46847488863106,126.15402175001368,mid,elbow_flare,1
100.80176515914636,1.9992965392101119,180.0,11.314343005974916,14.390088606764502,-153.9798133613333,20.26996130199363,0.11627200011668339,15,22.388682271649373,72.14751826130558,-141.9607708620926,89.06786931585692,150.52080578626,down,elbow_flare,0
77.5308552593276,35.96128562486795,89.9081613691749,26.330885466341975,49.30241020374672,-77.46635968900156,-92.579770483662,0.4263060268990308,4,1.1023157525203469,-58.419484827154385,-108.10854472323834,73.0457313148378,128.9168863731607,down,elbow_flare,0
127.64403103244076,19.745494592027942,158.3217013628286,22.208373356967122,31.31309206846091,-152.6410177747337,17.409772205729812,0.06147136383805387,5,-41.375684866623956,-7.199596995033398,-90.4484272478913,72.80994042071515,129.85132656418926,mid,elbow_flare,1
97.46502502119411,13.527932979088138,178.25708475174827,12.99332988004515,15.182425051722436,-79.63656107566929,28.16554958796271,0.22188433070334745,15,10.242776643092833,71.74829058142296,-124.48139107882763,88.99296587537728,145.17688729883173,down,elbow_flare,0
135.34597727670942,32.923492760267315,132.35440544082542,38.23511530413373,23.85701130381221,101.23404777836772,-136.28485244292762,0.1514733726244697,15,-40.7343402884475,-46.1989842664208,-9.140886454922631,91.02066787522114,150.14720587957214,mid,elbow_flare,1
101.90212694013567,7.488076388798248,148.64160488158586,0.0,7.667798820216348,-33.674642535625914,-99.27562528827605,0.3531326566506558,14,10.885940358933519,41.71030513737636,-107.62102082065441,90.08904264162209,147.82176974722472,down,elbow_flare,0
97.91472781078389,2.2097001580160147,168.67677994782028,5.110702798552127,17.387311656423716,-166.48120998191789,43.4916728994277,0.06467646911211929,15,3.8246888173053257,69.15606815104404,-123.1102609797148,88.04469694608518,147.2423724759394,down,elbow_flare,0
100.37902723630555,52.41943722455791,98.25027346366628,14.01661395710237,22.556299874428497,-8.281942734785495,-262.1058061999408,0.44766618924682955,15,3.666529193489165,2.5164802378765776,-81.4672256312725,89.23551704009992,148.22314113125435,down,elbow_flare,0
135.70539249817824,69.0442070772778,89.46472514494404,28.92895665041746,48.589801919481765,196.74350819810573,-16.21850742147733,0.12938704638181447,3,-34.52209292634565,-67.74369618230544,45.031555154940236,74.88201536032174,127.59252202250737,mid,elbow_flare,1
146.5754353862478,63.531556497699384,100.25920438245372,38.57613097346117,47.336815553737466,226.67808855888504,35.20042040439581,0.2983260332325766,4,-22.29120864926826,-64.90377111639268,177.9317323445145,71.99078600479473,128.878013862174,mid,elbow_flare,1
109.52218345945467,64.71697817843791,74.15687549263201,11.063729778093762,47.35038387610426,95.84335034675817,-262.4813355102186,0.030467645350459895,4,-64.68719869255791,-78.17410860381034,-42.27106382097585,74.5119000065638,130.30388171044532,mid,elbow_flare,1
125.68545529489803,8.4091599939097,141.94122095228212,11.152177584143777,38.50222381325643,-203.79047429981298,-88.99134729907172,0.06535849842840505,4,-50.7863208843137,-16.648068567387327,-97.56106152110115,71.74463054544714,132.29942563681652,mid,elbow_flare,1
92.65548923899122,9.571937243508405,109.11801857679946,0.0,2.2499933908094234,-224.6236504075777,-178.2953570160143,0.11888651348043969,5,16.307291144768463,-30.316741151761192,-175.5996713222477,72.71949201663197,130.08407406388358,down,elbow_flare,0
84.43924512952287,35.331913534127516,84.40135704039238,27.878846064628505,50.0,-3.634512263240225,-85.65655216021578,0.4365039935325195,3,-1.2605837424166957,-67.59469760165987,-126.57256732982226,74.02525501347729,127.8227620617471,down,elbow_flare,0
149.0081813954887,35.89367330993448,92.75846220765798,36.40535188191183,50.0,183.98383582681095,83.31467819611962,0.3047846520871694,4,-20.010681301533303,-65.04614744367021,172.04905589438917,72.00084779158276,128.46961548822364,mid,elbow_flare,1
114.43894579587877,22.67779285755946,160.24736720504688,6.524188385325537,33.44138688998299,-156.05069099121366,-43.016093400372775,0.3183158008333965,15,-56.324332628157435,-16.81633689586568,-106.82614249097334,86.89837850806967,147.40276513496661,mid,elbow_flare,1
93.37322454766277,14.66125771267093,166.72915577614927,8.395395964531682,18.576464908395696,-94.41899977116577,16.52182507148882,0.27262027021067115,15,18.1280683185164,61.14459921764594,-140.9523729947092,88.59138210376841,149.37575350414312,down,elbow_flare,0
103.15563969584187,9.748821290239775,160.3043239265696,1.2628181337487652,15.701205695965527,-36.65957504301207,33.08284210274945,0.4003586158826775,16,11.557332346495752,66.83413732307557,-127.47542077864587,88.06573500114887,149.20311584385962,down,elbow_flare,0
104.44986205211197,0.0,164.22527347743642,1.6407518376169437,15.397250022820785,-38.37208858655287,11.258499581185742,0.37446812124663126,16,16.231731993618194,63.46088007398813,-94.42853020720642,88.8881729795836,147.74311898459732,down,elbow_flare,0
94.95552090689046,4.480919925023287,178.4317682508422,5.270274375830324,17.294143723173093,-136.76745112392837,10.228281319052439,0.13130222049370752,14,12.335547309134075,64.89413410643388,-134.49601531660812,89.23564049184014,149.4332539358374,down,elbow_flare,0
117.50362965770925,5.6251893645134174,133.7745001435156,10.43783674213202,35.70325446960972,-165.43213820632843,-76.81666053037767,0.047041983881430535,4,-50.16736172190422,-14.291963489670689,-113.33447390770786,73.96058978447937,126.5081447372387,mid,elbow_flare,1
88.68244511857948,46.85221242958959,87.6478105171526,30.12862707114742,49.55946767464001,44.199335361595615,-164.33998955253296,0.4778625401471018,5,5.942028403923166,-42.28811784377119,-124.27878652407362,72.45951540704314,126.56191725800676,down,elbow_flare,0
139.58936952718182,30.044774768727102,129.4063169786474,42.8220588008219,21.390826012079284,160.79673376794184,-177.90823850918105,0.15817091639829578,14,-33.85603650236718,-43.794165283124855,3.03883306461655,86.04992889711914,149.72800458979057,mid,elbow_flare,1
150.9280904556859,53.63669131046365,88.43509345237264,34.22297310016588,50.0,192.45759200222764,41.74036882671566,0.316132984426069,4,-19.90445009481933,-50.323746526704205,160.27065291321523,72.71085035295528,126.96927646616672,mid,elbow_flare,1
136.61648873328886,15.623567741422208,165.9237946129348,34.23086510864615,0.6393837403111498,-109.57527817152285,-12.46052466443474,0.0,16,-32.54246513809878,-4.542544401857354,-16.625850382587814,90.19071848796257,148.8830860416312,mid,elbow_flare,1
96.67974753825675,8.65815969795687,163.63622013293528,2.7821879933994915,20.65445127138506,-20.81899634773789,29.69422812814821,0.38860616743913673,16,12.761777284151597,59.5316590212722,-95.35068042155703,91.21221557550331,150.0030716260728,down,elbow_flare,0
139.82139583386243,15.35225297257864,170.63641103864552,29.244248098046487,11.409791653822502,-54.29409843714687,-0.15731879436825302,0.02928525517808222,16,-32.25085802708273,-5.2190717404434395,-37.00747061255049,92.28111615726922,151.12248493790264,mid,elbow_flare,1
143.26296445219984,69.80796974488082,71.97750878433489,25.686102183846806,50.0,203.18783142510188,-16.418365429151496,0.20153565206702034,4,-29.551573379984017,-86.28783907557505,118.13968981232905,73.41840665494158,127.5627225089944,mid,elbow_flare,1
112.83261962557589,9.44336839091835,123.17786342583304,11.677079970636015,45.413338230674796,-179.12482464546193,-100.29264739725424,0.07423715814343074,4,-57.8622896486409,-28.947533879478335,-118.35678216723386,72.19172194323342,127.95392616930641,mid,elbow_flare,1
105.99061430510295,3.5019428277757116,122.93321458016243,8.294557192234413,14.64261445761869,-206.09734561244542,-134.00373067312515,0.1430664858905738,4,-54.9329961239153,-26.71547699975082,-135.7409490553611,75.28294417987142,127.21902304124778,mid,elbow_flare,1
89.54284337096091,11.77495084102671,123.27006263412518,3.0040574430253386,0.0,-171.42715377931734,-103.47268691562005,0.15126658633704768,5,4.496864686405905,-6.822496123204169,-182.77589277504003,71.40968088869668,127.20197663894096,down,elbow_flare,0
97.16595264955264,5.508818201337019,125.80483048974978,19.079534667378145,50.0,-192.99040331644224,-137.5426750209439,0.0,4,24.538603383836833,-10.885258038878195,-149.37969490693928,73.3152872380643,128.72615708512603,down,elbow_flare,0
119.53770625868972,65.63378333671017,83.62122890125488,23.45431700368814,50.0,168.2126001512622,-106.8475369632221,0.09296650026369589,4,-46.175087832212704,-74.19889852095235,-3.635805724040339,74.82968688074565,128.32772687060591,mid,elbow_flare,1
74.97092299293872,17.651083363165146,124.54077909363846,3.6807228758153605,0.0,-103.14762846739966,-14.252887760780542,0.240624542627489,3,-9.914238352983338,-14.55432637241339,-179.6003646361358,72.65057068244958,131.64731914219988,down,elbow_flare,0
128.20067182343072,62.862695777228794,76.04174487471931,22.189609679321574,50.0,142.3200284611259,-79.17061590119225,0.07542977788023998,2,-48.74229137482362,-76.39631147437323,-4.966547614853892,72.76096750245135,128.05494636754534,mid,elbow_flare,1
119.75376655617451,25.539975093404337,123.91416904580329,45.51092050794514,31.013136738841556,118.9655246685661,-179.55076082487312,0.1159547011110427,16,-39.45798933270866,-56.75994400141876,-31.54910485114595,89.76308092812174,147.6511403562153,mid,elbow_flare,1
143.9105781145962,75.0,73.40002917765672,26.70679476733737,50.0,234.35898528015028,-43.543867434898594,0.2339916414790694,5,-25.614907098600824,-70.59981374067354,109.6353383882071,74.42134771608124,130.03207897026223,mid,elbow_flare,1
94.06106964767532,2.716120616409959,169.26666959649114,0.0,19.98508421677649,-48.22962525248103,17.337429637817866,0.3589008887781835,15,14.83805578093642,51.07117188224791,-104.81526987410932,90.54470179539308,149.45426181620917,down,elbow_flare,0
117.10407693218559,27.361073162879723,124.84563618009649,43.06121992812162,32.05984998430819,53.58065048685307,-167.20257404421395,0.011973777721596433,17,-55.0838711263325,-45.1857466725599,-25.308138190932514,89.04312263041227,149.22079833648897,mid,elbow_flare,1
145.5834774716223,75.0,82.66875480920862,26.092738580326206,49.90428043746191,233.3739886510547,47.48996237380639,0.16481366526927074,3,-27.40665108415695,-78.64026169940381,63.19231201689148,73.60042682634328,129.7622465848551,mid,elbow_flare,1
71.37214607253863,8.893122750588226,121.71517955277638,0.24175351913404608,0.0,-171.43945966536427,-13.112666419191516,0.22857688094800127,2,-7.781424315122591,-7.3652739817116935,-186.7447255885845,72.70985120570623,129.16959058390512,down,elbow_flare,0
141.08081365126864,15.890842291271312,157.16736055534852,22.65727430860857,15.990681726829086,-133.20341435049517,25.015329278767886,0.0,4,-37.323540304401995,-0.1931817551211541,-70.11955510520873,72.26853419060477,129.40519491496872,mid,elbow_flare,1
144.36793945807247,30.550197689020788,122.63882455563581,45.59303841228075,24.168913879858255,116.61570332998633,-158.36810863148267,0.16609522515771,14,-30.407691653881002,-52.22942155032696,15.506100540509578,89.19434643556491,149.99333592505118,mid,elbow_flare,1
143.34511007219496,59.83024626416735,92.16686405203723,36.920470318556724,48.36861396944446,194.6006856426187,43.09711576714312,0.3280587966136063,5,-22.395624871592847,-59.499023250032494,145.13904336787834,72.6726409034979,127.95568731133741,mid,elbow_flare,1
98.61955942946575,4.893904998308021,180.0,6.48007972309345,15.305028353546586,-152.2312455684369,42.19709771246653,0.05330103359308194,15,11.062150113389059,51.44580457416431,-141.98264980803214,88.82808415175757,146.28472985294187,down,elbow_flare,0
95.21287548735928,13.226622721979513,176.21893694236348,15.962321218835879,18.699426676525828,-137.13496524078346,31.152205020038327,0.21546721188639098,14,11.190708380587845,65.73384920280402,-128.2648943031527,86.65018972758638,150.78865053346203,down,elbow_flare,0
98.97953367506398,18.809252886478486,120.93755411728522,21.567883793138012,50.0,-207.8653823383469,-182.55950839007937,0.03879293431489583,4,13.353950091564549,-25.914626788090448,-143.07789598294252,74.57757851435899,128.512358713575,down,elbow_flare,0
143.51125038451448,75.0,77.62589742558843,27.306891833659016,50.0,247.84336437971905,19.153517295930943,0.18744480187343718,4,-32.817672414064766,-75.83685663477401,33.444868469698584,69.90892068251964,127.92068951396813,mid,elbow_flare,1
107.20097543720712,6.543846484057372,123.90672824381744,12.681631114953525,40.285784493308896,-231.29293969578745,-97.4406683520948,0.13587383518830543,4,-59.66392845365237,-21.92081455317294,-98.92248793481934,73.5001640143484,126.3635997341978,mid,elbow_flare,1
71.74006865931304,27.798038450506297,82.50793179860831,27.654476533596977,50.0,-37.30305841026949,-112.63481802865346,0.38556142031449436,4,-4.125803711741592,-67.24331951498728,-126.52693423300266,71.13467427393732,129.72041557969925,down,elbow_flare,0
138.61583700039688,34.45237728115381,123.07898212578078,44.056117125458975,21.857262502265897,117.9631397490908,-142.16934839904425,0.09339962615575469,17,-29.360545693478286,-44.86460841227573,2.857131593952934,89.75521214371133,148.5060955019523,mid,elbow_flare,1
79.50234752501551,20.252476296628814,86.9818494504231,5.158805699689953,2.0247092260564887,-85.11553435684257,-88.29748925454543,0.34946529656311626,3,-1.0743743020704182,-46.99835151912044,-163.29600059485307,74.52187656225857,130.12212115038767,down,elbow_flare,0
153.91001304849175,15.635744156993521,136.03816118422193,42.980381606774564,15.957507956004864,145.2800591696382,-139.32271007386058,0.1669739156185736,17,-14.229851323726466,-40.730203213639896,22.704694976853183,88.72922969149417,152.34960557781497,mid,elbow_flare,1
80.41058831316059,5.24377682882725,151.16879804900486,1.1223509806423477,0.0,-154.5719787801833,-25.92172055709683,0.19238526912915666,3,0.38060212919148917,22.258930183864017,-189.73077332245558,75.09813637386338,125.44305986025864,down,elbow_flare,0
124.67916590626592,28.73316041340191,107.13679631751089,46.605784858213234,27.81677849383086,97.41573965766884,-217.14251928641974,0.08538274331394512,15,-51.127077154929175,-57.16730648914175,-25.393048142944057,88.72079191178831,149.55995823913358,mid,elbow_flare,1
76.443006782415,20.786728831817086,88.34724625622997,4.974039853930041,0.0,-118.34038633999032,-107.81504791617799,0.32893286042468073,4,-6.949051711150051,-42.21252126552148,-155.1019148806749,73.91587497123405,128.4253824052292,down,elbow_flare,0
78.31265627132832,6.2614260538896165,162.66674384040283,0.0,3.057575767281669,-172.73824227447983,76.81876261824688,0.20059921195145952,3,-9.121798676052626,10.325886634934088,-204.37865086579782,71.45632573667898,128.72156224470245,down,elbow_flare,0
75.30603173030356,25.5466162149661,65.70024485725249,22.85212302434272,47.5332549515551,-80.82284612392912,-140.48096346913167,0.3640528813518087,3,11.588933297824944,-60.87629459295916,-113.27238044689453,72.77542700715254,128.81149346021223,down,elbow_flare,0
109.26951031224988,63.45300483716412,63.539821847028776,16.972203272356765,50.0,90.80943335753419,-261.49561716401007,0.005694972808414127,3,-68.34097322203542,-83.71881083309846,-60.99350816229275,72.63906952289675,128.2386024153913,mid,elbow_flare,1
111.19404249984932,20.305208606913844,148.46503646816103,3.3548956030695427,36.3303733155769,-138.85935749913864,-27.24786230929104,0.27935014149871445,14,-55.799009154355296,-4.200860754830888,-100.52021486246294,89.87122548062725,150.1139354422277,mid,elbow_flare,1
96.11091579005371,6.8773111539152945,175.9822763554315,3.331126735511104,18.69617093114964,-99.17356035407997,26.65424650729264,0.1078451248203462,15,19.642103987587667,68.17367499618888,-133.51148368787017,89.7166955437939,149.4124611199239,down,elbow_flare,0
