elbow,elbow_flare,hip,shoulder_elevation,body_line,elbow_velocity,hip_velocity,time_in_phase,rep_number,elbow_drift,hip_drift,velocity_trend,rolling_elbow_5,rolling_hip_5,phase,form_quality,phase_enc
131.81,4.19,105.46,28.67,29.68,-94.38,-207.53,0.251,6,-38.17,-62.41,-102.57,99.22,106.41,mid,fatigue_hip_sag,1
137.35,8.32,99.59,40.84,50.0,-57.26,-220.74,0.302,6,-32.63,-68.28,-103.59,99.22,106.41,mid,fatigue_hip_sag,1
144.84,7.16,100.78,37.13,50.0,-13.03,-211.6,0.341,6,-25.14,-67.09,-98.2,99.22,106.41,mid,fatigue_hip_sag,1
147.29,16.35,129.62,35.15,10.23,-72.49,-89.38,0.0,6,-22.69,-38.25,-27.82,99.22,106.41,mid,fatigue_hip_sag,1
144.64,9.98,123.04,33.51,10.39,-79.36,-114.57,0.048,6,-25.34,-44.82,-35.3,99.22,106.41,mid,fatigue_hip_sag,1
140.16,4.5,121.33,30.25,10.12,-93.06,-121.71,0.093,6,-29.82,-46.54,-44.02,99.22,106.41,mid,fatigue_hip_sag,1
131.47,4.43,114.74,18.87,8.3,-121.2,-148.65,0.138,6,-38.51,-53.13,-55.53,99.22,106.41,mid,fatigue_hip_sag,1
122.98,4.33,123.39,13.77,9.34,-143.29,-105.18,0.172,6,-47.0,-44.48,-69.32,99.22,106.41,mid,fatigue_hip_sag,1
113.87,0.73,102.43,8.29,12.84,-160.52,-174.33,0.22,6,-56.11,-65.44,-84.32,99.22,106.41,mid,fatigue_hip_sag,1
105.14,0.71,95.68,6.72,18.12,-175.86,-194.06,0.263,6,-64.84,-72.19,-99.44,99.22,106.41,mid,fatigue_hip_sag,1
97.62,2.08,97.6,4.85,19.22,-190.31,-179.59,0.0,6,12.03,-7.57,-114.62,99.22,106.41,down,fatigue_hip_sag,0
96.47,32.86,93.34,2.15,21.41,-180.17,-172.07,0.047,6,10.88,-11.82,-127.81,99.22,106.41,down,fatigue_hip_sag,0
93.15,34.98,89.15,2.05,25.6,-180.45,-134.9,0.079,6,7.57,-16.02,-139.67,99.22,106.41,down,fatigue_hip_sag,0
90.54,13.32,92.02,0.93,22.81,-180.34,-103.42,0.113,6,4.95,-13.15,-150.46,99.22,106.41,down,fatigue_hip_sag,0
87.84,7.63,98.39,0.49,22.31,-174.41,-76.44,0.154,6,2.25,-6.77,-159.96,99.22,106.41,down,fatigue_hip_sag,0
89.79,2.39,115.84,0.68,10.93,-138.94,3.67,0.184,6,4.2,10.67,-164.55,99.22,106.41,down,fatigue_hip_sag,0
89.14,5.98,131.8,1.29,0.9,-112.81,28.04,0.216,6,3.55,26.64,-163.71,99.22,106.41,down,fatigue_hip_sag,0
94.04,6.82,122.32,0.53,3.19,-66.12,66.33,0.247,6,8.45,17.16,-155.99,99.22,106.41,down,fatigue_hip_sag,0
99.97,7.31,122.11,0.73,5.29,-17.23,88.09,0.277,6,14.39,16.94,-141.66,99.22,106.41,down,fatigue_hip_sag,0
104.79,6.74,129.3,0.21,6.02,23.89,105.69,0.0,6,-65.19,-38.57,-121.69,99.22,106.41,mid,fatigue_hip_sag,1
106.57,6.88,124.56,1.09,7.42,33.69,104.05,0.048,6,-63.41,-43.31,-99.29,99.22,106.41,mid,fatigue_hip_sag,1
113.88,9.88,117.29,1.92,12.5,69.1,93.8,0.097,6,-56.1,-50.58,-74.36,99.22,106.41,mid,fatigue_hip_sag,1
119.25,6.7,116.92,1.26,14.87,95.7,83.01,0.142,6,-50.73,-50.95,-46.75,99.22,106.41,mid,fatigue_hip_sag,1
120.4,3.8,114.39,0.18,18.1,108.55,53.31,0.188,6,-49.58,-53.48,-17.86,99.22,106.41,mid,fatigue_hip_sag,1
124.27,0.05,118.09,2.12,18.1,114.93,7.51,0.234,6,-45.71,-49.78,11.08,99.22,106.41,mid,fatigue_hip_sag,1
127.59,8.98,112.73,12.48,35.98,128.16,-63.58,0.28,6,-42.4,-55.14,37.79,99.22,106.41,mid,fatigue_hip_sag,1
125.26,11.42,115.87,15.02,35.76,104.06,-21.52,0.321,6,-44.72,-52.0,59.47,99.22,106.41,mid,fatigue_hip_sag,1
122.4,10.02,118.03,16.01,28.6,74.76,-13.57,0.355,6,-47.58,-49.84,73.56,99.22,106.41,mid,fatigue_hip_sag,1
124.06,12.78,116.29,17.81,29.44,64.24,-43.39,0.401,6,-45.92,-51.58,81.71,99.22,106.41,mid,fatigue_hip_sag,1
125.85,14.69,116.58,19.82,28.35,64.24,-26.6,0.446,6,-44.14,-51.29,85.74,99.22,106.41,mid,fatigue_hip_sag,1
127.98,21.1,114.68,19.84,28.28,47.0,-8.71,0.475,6,-42.0,-53.19,87.07,99.22,106.41,mid,fatigue_hip_sag,1
129.31,26.76,118.49,20.19,25.8,33.54,5.21,0.505,6,-40.67,-49.38,83.52,99.22,106.41,mid,fatigue_hip_sag,1
131.21,26.66,126.86,21.15,17.38,36.01,41.58,0.535,6,-38.78,-41.01,77.55,99.22,106.41,mid,fatigue_hip_sag,1
133.91,27.64,137.55,24.14,16.29,32.16,64.86,0.569,6,-36.07,-30.32,69.91,99.22,106.41,mid,fatigue_hip_sag,1
137.89,30.23,137.54,27.53,18.91,34.34,82.71,0.6,6,-32.09,-30.33,61.85,99.22,106.41,mid,fatigue_hip_sag,1
141.43,31.8,140.81,28.7,17.12,53.89,83.14,0.635,6,-28.56,-27.06,54.42,99.22,106.41,mid,fatigue_hip_sag,1
146.78,32.06,148.82,30.61,16.68,81.28,102.62,0.679,6,-23.2,-19.05,52.15,99.22,106.41,mid,fatigue_hip_sag,1
152.79,11.792558139534885,149.96,33.36,18.01,95.78,112.23,0.72,6,-17.19,-17.91,54.25,99.22,106.41,mid,fatigue_hip_sag,1
157.57,11.792558139534885,153.1,35.13,15.55,105.75,121.73,0.767,6,-12.41,-14.77,58.4,99.22,106.41,mid,fatigue_hip_sag,1
136.4,18.86,167.27,29.06,9.98,-105.92,-3.19,0.0,7,-33.58,-0.6,-34.97,98.36,109.64,mid,fatigue_hip_sag,1
131.37,14.0,166.04,26.31,6.65,-121.98,-7.56,0.063,7,-38.61,-1.83,-46.67,98.36,109.64,mid,fatigue_hip_sag,1
126.14,4.13,91.27,26.79,36.96,-138.15,-253.5,0.124,7,-43.84,-76.6,-60.11,98.36,109.64,mid,fatigue_hip_sag,1
123.52,2.01,98.28,21.3,25.29,-143.97,-226.77,0.186,7,-46.46,-69.59,-74.12,98.36,109.64,mid,fatigue_hip_sag,1
122.05,3.21,103.78,23.42,27.45,-144.45,-209.7,0.227,7,-47.93,-64.09,-87.96,98.36,109.64,mid,fatigue_hip_sag,1
117.8,4.2,104.32,19.43,26.44,-146.03,-182.42,0.261,7,-52.18,-63.54,-101.54,98.36,109.64,mid,fatigue_hip_sag,1
112.19,1.12,94.77,8.57,27.98,-145.5,-225.4,0.326,7,-57.79,-73.1,-113.81,98.36,109.64,mid,fatigue_hip_sag,1
106.7,7.09,73.29,0.41,30.7,-141.38,-263.3516,0.392,7,-63.28,-94.58,-123.74,98.36,109.64,mid,fatigue_hip_sag,1
99.81,7.94,77.98,1.61,27.64,-142.85,-263.3516,0.0,7,14.22,-27.19,-131.59,98.36,109.64,down,fatigue_hip_sag,0
90.26,6.91,88.55,5.15,28.39,-153.83,-262.38,0.04,7,4.67,-16.62,-138.4,98.36,109.64,down,fatigue_hip_sag,0
84.18,6.69,79.38,4.13,29.56,-157.32,-263.3516,0.086,7,-1.41,-25.79,-143.54,98.36,109.64,down,fatigue_hip_sag,0
80.53,3.84,75.38,3.12,29.69,-152.03,-52.95,0.136,7,-5.06,-29.78,-146.55,98.36,109.64,down,fatigue_hip_sag,0
79.21,6.05,85.46,2.98,27.63,-147.72,-42.73,0.178,7,-6.38,-19.71,-147.51,98.36,109.64,down,fatigue_hip_sag,0
79.23,11.87,83.53,2.24,28.62,-142.74,-67.48,0.238,7,-6.36,-21.63,-147.38,98.36,109.64,down,fatigue_hip_sag,0
96.69,16.4,87.97,9.52,44.17,-70.37,-54.53,0.281,7,11.11,-17.2,-139.98,98.36,109.64,down,fatigue_hip_sag,0
114.69,13.79,89.92,14.9,50.0,8.32,-16.17,0.0,7,-55.3,-77.95,-124.54,98.36,109.64,mid,fatigue_hip_sag,1
131.95,10.77,91.23,16.61,49.35,84.14,59.8,0.046,7,-38.04,-76.64,-101.58,98.36,109.64,mid,fatigue_hip_sag,1
148.81,13.82,94.72,20.79,50.0,163.33,55.81,0.096,7,-21.17,-73.15,-71.11,98.36,109.64,mid,fatigue_hip_sag,1
157.89,12.132083333333334,107.86,22.77,39.21,225.43,64.36,0.135,7,-12.1,-60.01,-34.28,98.36,109.64,mid,fatigue_hip_sag,1
152.24,12.132083333333334,112.35,26.6,39.81,226.84560000000002,109.92,0.166,7,-17.75,-55.52,3.79,98.36,109.64,mid,fatigue_hip_sag,1
145.54,21.66,132.46,27.07,22.76,216.71,190.27,0.198,7,-24.44,-35.41,41.19,98.36,109.64,mid,fatigue_hip_sag,1
140.56,21.8,143.95,29.39,14.49,204.52,194.99,0.243,7,-29.42,-23.91,76.85,98.36,109.64,mid,fatigue_hip_sag,1
137.06,23.19,151.28,32.57,10.93,192.76,225.83,0.275,7,-32.92,-16.59,110.89,98.36,109.64,mid,fatigue_hip_sag,1
140.53,25.05,153.46,31.55,9.48,146.14,218.3,0.324,7,-29.45,-14.41,139.78,98.36,109.64,mid,fatigue_hip_sag,1
143.89,24.99,161.09,33.03,3.3,97.36,237.23,0.368,7,-26.09,-6.78,156.56,98.36,109.64,mid,fatigue_hip_sag,1
149.4,21.78,171.28,41.97,7.42,58.18,255.83999999999986,0.414,7,-20.58,3.41,161.54,98.36,109.64,mid,fatigue_hip_sag,1
154.87,12.132083333333334,172.5,46.27,10.15,20.21,255.83999999999986,0.464,7,-15.11,4.63,155.15,98.36,109.64,mid,fatigue_hip_sag,1
159.21,12.132083333333334,175.73,47.48,14.57,4.42,226.23,0.508,7,-10.77,7.86,139.26,98.36,109.64,mid,fatigue_hip_sag,1
138.93,0.22,143.15,32.17,10.57,-119.55,18.08,0.0,14,-31.05,-24.72,-47.62,83.82,143.78,mid,hip_sag,1
126.91,24.89,177.26,0.65,50.0,-155.37,87.59,0.056,14,-43.08,9.4,-63.55,83.82,143.78,mid,hip_sag,1
120.29,25.39,151.03,1.67,49.36,-171.38,-39.85,0.086,14,-49.7,-16.84,-79.92,83.82,143.78,mid,hip_sag,1
110.38,29.48,146.99,0.78,49.27,-198.35,-83.72,0.119,14,-59.6,-20.88,-98.18,83.82,143.78,mid,hip_sag,1
98.38,25.29,157.96,1.87,34.06,-226.6252,-58.14,0.155,14,-71.6,-9.91,-118.81,83.82,143.78,mid,hip_sag,1
87.97,32.36,166.66,12.12,2.9,-226.6252,-38.64,0.0,14,2.38,61.5,-140.9,83.82,143.78,down,hip_sag,0
88.6,30.45,175.03,14.91,5.45,-226.6252,42.65,0.049,14,3.01,69.86,-159.8,83.82,143.78,down,hip_sag,0
89.08,10.47,148.76,16.65,18.72,-212.48,-21.82,0.117,14,3.49,43.59,-174.81,83.82,143.78,down,hip_sag,0
101.97,37.02,119.88,15.34,14.46,-151.24,-106.56,0.169,14,16.38,14.71,-182.02,83.82,143.78,down,hip_sag,0
114.3,31.96,111.96,14.26,14.99,-82.11,-103.97,0.204,14,28.72,6.79,-180.73,83.82,143.78,down,hip_sag,0
128.3,32.9,95.8,16.85,23.4,4.64,-263.3516,0.239,14,42.71,-9.37,-168.31,83.82,143.78,down,hip_sag,0
136.51,36.1,93.29,24.1,37.63,54.09,-192.45,0.0,14,-33.47,-74.58,-147.36,83.82,143.78,mid,hip_sag,1
141.2,25.77,100.0,32.57,33.81,102.74,-156.63,0.067,14,-28.78,-67.87,-119.95,83.82,143.78,mid,hip_sag,1
142.45,38.41,112.67,47.68,36.27,146.92,-150.96,0.125,14,-27.53,-55.2,-85.42,83.82,143.78,mid,hip_sag,1
146.94,35.28,124.28,47.19,30.81,196.54,-141.27,0.189,14,-23.05,-43.59,-42.78,83.82,143.78,mid,hip_sag,1
152.18,27.732666666666667,132.18,51.13,34.9,211.93,-142.83,0.253,14,-17.8,-35.69,3.81,83.82,143.78,mid,hip_sag,1
157.29,27.732666666666667,143.33,50.94,26.67,226.84560000000002,-18.09,0.308,14,-12.69,-24.54,49.84,83.82,143.78,mid,hip_sag,1
139.67,15.3,166.91,32.6,5.21,-91.54,10.84,0.0,15,-30.31,-0.95,-29.29,88.92,149.02,mid,elbow_flare,1
134.43,11.71,172.73,29.78,0.35,-107.3,34.34,0.044,15,-35.55,4.86,-40.32,88.92,149.02,mid,elbow_flare,1
130.59,11.25,171.06,24.61,4.97,-117.97,26.93,0.083,15,-39.39,3.19,-52.1,88.92,149.02,mid,elbow_flare,1
126.56,11.02,165.17,21.98,5.79,-128.44,10.2,0.141,15,-43.42,-2.7,-64.6,88.92,149.02,mid,elbow_flare,1
122.15,2.94,164.71,0.57,30.77,-139.62,2.59,0.212,15,-47.83,-3.16,-77.89,88.92,149.02,mid,elbow_flare,1
116.9,16.9,157.46,2.73,24.73,-147.76,-21.03,0.255,15,-53.08,-10.41,-91.6,88.92,149.02,mid,elbow_flare,1
112.18,20.66,156.12,2.28,30.76,-147.54,-21.19,0.308,15,-57.8,-11.75,-104.31,88.92,149.02,mid,elbow_flare,1
107.6,4.96,178.16,5.96,17.65,-146.16,55.5,0.357,15,-62.39,10.29,-115.22,88.92,149.02,mid,elbow_flare,1
103.18,3.66,176.33,4.5,16.75,-143.36,48.46,0.0,15,17.59,71.16,-124.12,88.92,149.02,down,elbow_flare,0
98.55,4.76,176.42,6.73,20.15,-137.07,31.7,0.059,15,12.97,71.26,-130.68,88.92,149.02,down,elbow_flare,0
97.11,0.92,179.5,7.99,18.35,-124.4,22.57,0.115,15,11.52,74.33,-133.96,88.92,149.02,down,elbow_flare,0
95.68,0.76,177.03,10.89,17.39,-116.36,19.91,0.174,15,10.1,71.87,-134.87,88.92,149.02,down,elbow_flare,0
96.46,10.45,175.42,9.5,17.47,-100.32,34.18,0.218,15,10.87,70.26,-133.1,88.92,149.02,down,elbow_flare,0
97.33,11.8,172.9,9.49,16.03,-82.72,27.31,0.278,15,11.74,67.73,-128.53,88.92,149.02,down,elbow_flare,0
99.59,11.64,168.85,7.28,18.1,-57.68,37.98,0.335,15,14.01,63.69,-120.34,88.92,149.02,down,elbow_flare,0
100.63,3.75,165.86,2.93,19.97,-38.48,32.46,0.37,15,15.05,60.69,-109.41,88.92,149.02,down,elbow_flare,0
100.18,5.01,150.68,0.87,5.03,-24.72,-91.59,0.403,15,14.59,45.51,-97.13,88.92,149.02,down,elbow_flare,0
99.15,52.01,101.83,14.14,22.42,-13.41,-248.34,0.453,15,13.57,-3.34,-83.85,88.92,149.02,down,elbow_flare,0
103.45,40.4,105.71,19.62,28.46,16.34,-235.71,0.0,15,-66.53,-62.16,-67.88,88.92,149.02,mid,elbow_flare,1
112.75,28.95,125.5,42.18,31.85,52.14,-180.0,0.046,15,-57.23,-42.37,-48.96,88.92,149.02,mid,elbow_flare,1
123.62,28.02,117.9,44.86,30.09,93.12,-197.09,0.095,15,-46.36,-49.96,-27.21,88.92,149.02,mid,elbow_flare,1
137.53,31.63,125.21,42.0,23.08,136.88,-167.37,0.141,15,-32.46,-42.65,-1.88,88.92,149.02,mid,elbow_flare,1
150.04,14.93181818181818,131.73,43.08,15.17,175.69,-137.22,0.188,15,-19.94,-36.13,25.72,88.92,149.02,mid,elbow_flare,1
158.02,14.93181818181818,139.0,47.65,3.7,194.74,-99.52,0.238,15,-11.97,-28.87,53.46,88.92,149.02,mid,elbow_flare,1
38.48,40.26,169.21,9.3,0.5,-226.6252,8.01,0.0,16,-131.5,1.34,-142.66,91.27,146.6,mid,hip_sag,1
23.61,12.85,166.64,2.92,2.13,-226.6252,70.64,0.057,16,-146.37,-1.23,-187.44,91.27,146.6,mid,hip_sag,1
48.69,29.45,161.49,0.68,7.12,-226.6252,67.77,0.121,16,-121.29,-6.38,-196.6624,91.27,146.6,mid,hip_sag,1
65.12,45.36,151.72,0.88,9.78,-226.6252,96.23,0.0,16,-20.46,46.55,-196.6624,91.27,146.6,down,hip_sag,0
92.9,27.34,167.04,18.38,10.73,-196.52,149.2,0.044,16,7.32,61.87,-196.6624,91.27,146.6,down,hip_sag,0
112.41,20.69,172.32,22.82,7.65,-106.78,138.35,0.079,16,26.82,67.15,-196.6624,91.27,146.6,down,hip_sag,0
130.78,22.16,159.81,34.74,8.79,58.94,-66.37,0.127,16,45.19,54.64,-196.6624,91.27,146.6,down,hip_sag,0
135.52,19.84,170.24,41.59,0.32,174.04,2.2,0.0,16,-34.46,2.37,-196.6624,91.27,146.6,mid,hip_sag,1
150.4,27.24375,179.36,44.55,11.71,226.84560000000002,54.27,0.063,16,-19.58,11.49,-168.57,91.27,146.6,mid,hip_sag,1
154.17,27.24375,176.9,47.06,16.43,226.84560000000002,25.63,0.134,16,-15.81,9.03,-93.82,91.27,146.6,mid,hip_sag,1
154.37,17.94368794326241,154.44,27.72,0.0,-36.84,-35.35,0.0,0,-18.85,-15.65,-29.18,154.37,154.44,mid,shoulder_dip,1
155.53,17.94368794326241,153.9,27.55,0.0,-29.05,-27.83,0.052,0,-17.7,-16.18,-30.94,155.53,153.9,mid,shoulder_dip,1
157.13,17.94368794326241,153.76,26.76,0.0,-20.08,-21.35,0.094,0,-16.1,-16.32,-31.51,157.13,153.76,mid,shoulder_dip,1
159.72,17.94368794326241,152.61,26.56,0.0,-8.03,-19.81,0.137,0,-13.5,-17.48,-30.54,159.72,152.61,mid,shoulder_dip,1
162.29,17.94368794326241,151.85,26.24,0.0,7.82,-13.27,0.19,0,-10.93,-18.23,-27.69,162.29,151.85,mid,shoulder_dip,1
153.37,17.94368794326241,143.54,50.72,31.14,-40.48,5.9,0.0,0,-19.86,-26.54,-22.03,153.37,143.54,mid,shoulder_dip,1
155.83,17.94368794326241,143.42,48.46,35.15,-31.55,5.11,0.045,0,-17.39,-26.66,-25.78,155.83,143.42,mid,shoulder_dip,1
159.61,17.94368794326241,143.23,48.41,35.86,-16.93,1.77,0.091,0,-13.62,-26.85,-27.34,159.61,143.23,mid,shoulder_dip,1
163.25,17.94368794326241,143.32,48.9,37.33,-0.65,3.07,0.146,0,-9.98,-26.77,-26.52,163.25,143.32,mid,shoulder_dip,1
154.56,17.94368794326241,172.31,43.31,1.82,73.99,231.88,0.0,0,-18.67,2.23,34.71,154.56,172.31,mid,shoulder_dip,1
158.84,17.94368794326241,174.99,43.04,0.88,57.01,227.02,0.058,0,-14.38,4.9,46.99,158.84,174.99,mid,shoulder_dip,1
163.31,17.94368794326241,179.43,46.26,0.56,63.91,201.6,0.104,0,-9.92,9.35,53.53,163.31,179.43,mid,shoulder_dip,1
142.34,9.98,135.28,36.19,8.2,-103.52,-142.01,0.0,0,-30.88,-34.8,-48.45,142.34,135.28,mid,shoulder_dip,1
144.06,15.98,122.76,33.13,15.9,-90.35,-176.24,0.041,0,-29.17,-47.32,-56.99,144.06,122.76,mid,shoulder_dip,1
143.56,15.85,113.56,31.31,26.58,-85.77,-206.58,0.071,0,-29.67,-56.52,-64.28,143.56,113.56,mid,shoulder_dip,1
140.79,4.99,99.77,24.75,41.4,-87.73,-255.21,0.102,0,-32.44,-70.32,-71.11,140.79,99.77,mid,shoulder_dip,1
143.91,7.41,97.95,21.22,39.95,-71.36,-249.07,0.158,0,-29.32,-72.13,-75.55,143.91,97.95,mid,shoulder_dip,1
132.4,5.49,93.33,9.94,24.9,-95.25,-260.46,0.209,0,-40.83,-76.76,-81.78,132.4,93.33,mid,shoulder_dip,1
116.12,2.03,98.11,4.72,9.16,-133.85,-237.66,0.243,0,-57.11,-71.97,-90.45,116.12,98.11,mid,shoulder_dip,1
90.51,13.9,92.5,0.87,4.92,-205.02,-197.38,0.291,0,-82.71,-77.58,-104.71,90.51,92.5,mid,shoulder_dip,1
77.09,6.83,94.12,1.21,3.36,-226.6252,-184.26,0.355,0,-96.13,-75.96,-119.81,77.09,94.12,mid,shoulder_dip,1
73.09,1.59,93.11,5.65,7.95,-226.6252,-140.57,0.0,0,27.41,12.27,-133.07,73.09,93.11,down,shoulder_dip,0
76.46,0.03,91.64,5.1,8.72,-225.34,-103.74,0.039,0,30.78,10.8,-145.26,76.46,91.64,down,shoulder_dip,0
78.83,6.49,89.43,5.56,12.37,-215.76,-80.44,0.097,0,33.15,8.59,-157.8,78.83,89.43,down,shoulder_dip,0
94.71,1.14,85.06,10.93,41.01,-153.59,-49.02,0.132,0,49.03,4.22,-164.58,94.71,85.06,down,shoulder_dip,0
101.29,15.98,84.09,12.22,42.58,-142.04,-46.2,0.183,0,55.61,3.25,-170.01,101.29,84.09,down,shoulder_dip,0
106.56,2.87,96.97,22.64,35.45,-86.13,12.17,0.235,0,60.88,16.14,-171.49,106.56,96.97,down,shoulder_dip,0
113.43,16.74,101.93,29.76,37.12,-8.96,12.74,0.27,0,67.75,21.09,-162.86,113.43,101.93,down,shoulder_dip,0
125.45,10.79,99.23,39.44,49.72,116.46,22.44,0.0,0,-47.78,-70.85,-137.83,125.45,99.23,mid,shoulder_dip,1
127.31,21.28,97.04,33.96,45.94,167.39,9.74,0.047,0,-45.91,-73.04,-100.59,127.31,97.04,mid,shoulder_dip,1
119.34,21.73,105.33,35.07,35.79,154.17,40.72,0.098,0,-53.88,-64.75,-62.46,119.34,105.33,mid,shoulder_dip,1
116.71,12.67,107.61,36.51,35.38,134.18,53.24,0.141,0,-56.52,-62.47,-25.96,116.71,107.61,mid,shoulder_dip,1
115.53,7.68,118.0,39.52,29.86,122.33,95.25,0.185,0,-57.7,-52.08,8.8,115.53,118.0,mid,shoulder_dip,1
114.09,5.45,125.99,48.13,24.58,64.6,136.44,0.25,0,-59.13,-44.09,36.84,114.09,125.99,mid,shoulder_dip,1
126.51,17.81,146.98,31.55,7.58,84.05,209.64,0.294,0,-46.72,-23.1,60.6,126.51,146.98,mid,shoulder_dip,1
147.68,20.57,160.04,32.55,14.08,137.07,210.21,0.344,0,-25.54,-10.04,88.52,147.68,160.04,mid,shoulder_dip,1
150.98,17.94368794326241,158.54,38.14,1.13,125.19,188.71,0.385,0,-22.24,-11.54,109.65,150.98,158.54,mid,shoulder_dip,1
154.76,17.94368794326241,157.63,40.45,1.2,97.72,194.67,0.433,0,-18.46,-12.45,120.32,154.76,157.63,mid,shoulder_dip,1
139.56,9.6,151.96,33.05,2.47,-108.1,-65.5,0.0,1,-33.66,-18.13,-38.61,92.05,91.75,mid,shoulder_dip,1
134.85,9.47,154.33,33.45,0.49,-122.53,-58.02,0.044,1,-38.38,-15.75,-50.26,92.05,91.75,mid,shoulder_dip,1
131.65,10.29,153.27,33.67,0.79,-131.29,-61.93,0.094,1,-41.58,-16.81,-62.52,92.05,91.75,mid,shoulder_dip,1
128.91,11.75,157.83,32.0,3.01,-137.41,-41.86,0.141,1,-44.32,-12.26,-75.24,92.05,91.75,mid,shoulder_dip,1
125.73,11.1,144.63,28.68,6.8,-143.46,-84.83,0.187,1,-47.5,-25.45,-88.33,92.05,91.75,mid,shoulder_dip,1
123.18,8.39,137.03,28.53,5.88,-137.87,-86.26,0.233,1,-50.05,-33.05,-100.51,92.05,91.75,mid,shoulder_dip,1
120.28,6.28,125.89,27.96,5.0,-129.16,-120.96,0.277,1,-52.95,-44.2,-110.54,92.05,91.75,mid,shoulder_dip,1
116.95,3.06,127.16,28.02,5.41,-120.63,-117.01,0.329,1,-56.27,-42.93,-118.0,92.05,91.75,mid,shoulder_dip,1
113.58,3.96,110.37,27.63,15.35,-110.95,-159.55,0.374,1,-59.64,-59.72,-122.63,92.05,91.75,mid,shoulder_dip,1
111.43,7.88,99.27,19.05,23.89,-93.79,-175.63,0.42,1,-61.8,-70.81,-123.52,92.05,91.75,mid,shoulder_dip,1
114.09,2.22,96.24,20.36,30.41,-69.17,-193.62,0.0,1,68.41,15.4,-119.63,92.05,91.75,down,shoulder_dip,0
115.01,9.65,94.82,17.6,31.44,-55.44,-194.84,0.057,1,69.33,13.98,-112.92,92.05,91.75,down,shoulder_dip,0
113.36,8.62,94.26,17.77,29.44,-51.82,-211.88,0.09,1,67.68,13.43,-104.97,92.05,91.75,down,shoulder_dip,0
115.43,2.39,96.58,17.48,26.33,-34.33,-160.15,0.142,1,69.75,15.74,-94.66,92.05,91.75,down,shoulder_dip,0
116.18,7.72,88.88,9.2,26.56,-23.33,-160.49,0.189,1,70.5,8.04,-82.65,92.05,91.75,down,shoulder_dip,0
113.29,13.0,87.05,4.66,23.32,-23.28,-129.44,0.233,1,67.61,6.22,-71.19,92.05,91.75,down,shoulder_dip,0
110.05,2.93,88.94,6.4,22.52,-23.02,-127.39,0.282,1,64.37,8.1,-60.58,92.05,91.75,down,shoulder_dip,0
103.3,0.66,82.71,3.98,28.47,-34.29,-92.2,0.328,1,57.62,1.87,-51.94,92.05,91.75,down,shoulder_dip,0
93.84,4.48,85.16,7.46,28.79,-58.64,-47.04,0.373,1,48.16,4.32,-46.71,92.05,91.75,down,shoulder_dip,0
86.39,10.22,95.43,17.71,30.87,-92.34,-2.7,0.419,1,40.71,14.59,-46.57,92.05,91.75,down,shoulder_dip,0
85.57,14.72,101.33,24.56,28.65,-98.14,21.7,0.468,1,39.89,20.49,-49.46,92.05,91.75,down,shoulder_dip,0
94.02,15.27,104.17,25.48,27.72,-64.5,33.04,0.514,1,48.34,23.34,-50.37,92.05,91.75,down,shoulder_dip,0
111.88,3.26,106.74,40.99,40.67,-11.84,33.87,0.568,1,66.2,25.91,-46.37,92.05,91.75,down,shoulder_dip,0
126.79,7.28,116.04,32.19,18.28,35.38,90.54,0.0,1,-46.43,-54.04,-39.4,92.05,91.75,mid,shoulder_dip,1
138.13,9.25,149.36,29.44,4.84,82.81,207.69,0.06,1,-35.09,-20.72,-28.78,92.05,91.75,mid,shoulder_dip,1
142.71,10.12,142.19,31.65,3.95,108.87,177.51,0.132,1,-30.52,-27.89,-15.57,92.05,91.75,mid,shoulder_dip,1
141.45,13.48,161.82,31.72,16.75,127.18,255.83999999999986,0.198,1,-31.77,-8.26,-0.55,92.05,91.75,mid,shoulder_dip,1
137.81,11.61,177.27,38.23,14.17,146.57,255.83999999999986,0.257,1,-35.42,7.19,17.53,92.05,91.75,mid,shoulder_dip,1
137.62,10.9,174.05,39.07,14.11,170.75,255.83999999999986,0.311,1,-35.61,3.97,40.47,92.05,91.75,mid,shoulder_dip,1
141.51,12.34,175.94,42.12,15.09,186.45,248.72,0.347,1,-31.72,5.86,68.35,92.05,91.75,mid,shoulder_dip,1
146.57,13.98,173.07,44.06,17.13,175.2,229.64,0.38,1,-26.65,2.98,95.69,92.05,91.75,mid,shoulder_dip,1
152.18,22.323706293706294,170.84,45.98,17.58,134.34,213.66,0.428,1,-21.05,0.76,115.57,92.05,91.75,mid,shoulder_dip,1
157.82,22.323706293706294,168.14,46.13,18.66,103.43,173.64,0.486,1,-15.4,-1.95,127.1,92.05,91.75,mid,shoulder_dip,1
144.8,13.34,130.81,28.84,1.88,-79.4,-124.86,0.0,2,-28.42,-39.27,-27.78,98.81,92.89,mid,hip_sag,1
138.6,5.33,122.5,32.79,8.26,-99.46,-151.47,0.032,2,-34.62,-47.58,-37.64,98.81,92.89,mid,hip_sag,1
131.43,7.48,113.6,44.01,29.33,-120.17,-166.08,0.065,2,-41.79,-56.48,-49.52,98.81,92.89,mid,hip_sag,1
127.54,7.02,109.05,38.0,33.33,-128.77,-186.22,0.108,2,-45.69,-61.03,-61.99,98.81,92.89,mid,hip_sag,1
129.13,12.94,105.67,41.98,42.34,-116.45,-199.49,0.157,2,-44.1,-64.41,-72.79,98.81,92.89,mid,hip_sag,1
